B06007_002E,B06007_003E,B06007_004E,B06007_005E,B06007_006E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06008_007E,state,county,tract
1993,85,63,22,10,120,1616,317,163,227,221,268,183,60,177,137,407,443,406,130,1025,12,105,015102
4401,316,212,104,34,1130,2957,958,322,662,438,292,172,54,59,725,1469,698,270,112,2447,12,105,015200
3589,263,176,87,15,645,2802,752,238,569,419,390,279,26,129,519,1522,553,210,114,2016,12,105,015301
1819,85,45,40,6,217,1558,332,195,362,235,223,139,48,24,214,846,409,73,24,837,12,105,015302
2728,194,107,87,9,585,1953,405,335,434,251,317,87,34,90,435,776,556,171,117,1463,12,105,015401
2682,476,259,217,76,680,2304,648,477,313,173,334,116,67,176,353,942,648,129,178,1415,12,105,015402
1122,8,8,0,18,123,923,240,94,171,132,106,26,76,78,136,274,327,122,71,263,12,105,015404
2063,394,315,79,72,479,1672,402,220,379,205,283,68,52,63,218,508,464,188,231,629,12,105,015405
2584,1417,700,717,42,497,2725,867,422,708,304,251,93,29,51,909,1032,517,167,83,1105,12,105,015500
2406,193,115,78,30,331,2165,347,253,609,341,368,158,29,60,298,1114,635,259,73,626,12,105,015600
2350,132,61,71,237,530,1879,330,336,606,213,169,78,92,55,301,764,466,139,163,1068,12,105,015701
3864,587,418,169,81,1999,2252,604,245,483,209,313,210,45,143,996,1518,729,195,123,1930,12,105,015702
860,5353,2701,2652,216,1004,4718,1098,564,769,640,541,462,70,574,815,1159,1312,1291,506,1301,12,086,008602
869,4917,2279,2638,18,751,4392,975,798,1007,644,348,324,82,214,897,1510,1279,702,179,863,12,086,008701
848,4614,1917,2697,292,788,4489,1182,759,995,408,448,208,79,410,954,1529,923,820,361,841,12,086,008702
531,5782,3025,2757,53,1379,4454,1096,991,563,620,611,173,96,304,919,1603,893,967,378,1262,12,086,008803
600,5913,2657,3256,32,673,5331,1090,1045,1057,623,638,408,189,281,1222,1940,1130,795,372,878,12,086,008804
385,4923,2323,2600,26,972,3753,928,1108,622,572,228,189,68,38,914,1663,803,498,119,692,12,086,008805
273,3819,1888,1931,10,735,2972,640,470,750,485,308,160,53,106,761,983,412,774,183,588,12,086,008806
1604,5546,3621,1925,17,549,5563,984,821,672,862,765,533,217,709,722,1792,1408,877,666,1508,12,086,008901
481,5473,2483,2990,64,1093,4517,988,609,947,629,582,417,75,270,648,1752,1125,857,465,1101,12,086,008902
1513,556,518,38,333,1009,1393,1206,112,49,26,0,0,0,0,7,0,74,55,0,1201,12,086,008904
348,4891,2305,2586,109,821,3999,930,784,660,568,396,256,79,326,493,1264,810,1070,468,854,12,086,008906
443,3816,2002,1814,344,784,3622,771,520,652,681,498,212,97,191,659,1088,591,728,411,839,12,086,008907
711,9047,4777,4270,155,1393,7384,1875,682,1394,1054,1152,517,214,496,1847,1672,1980,1782,664,1562,12,086,009006
376,4140,2945,1195,196,804,3174,547,277,244,464,516,260,207,659,131,816,881,844,600,554,12,086,009010
321,3370,1703,1667,266,407,3102,649,364,568,443,486,288,128,176,268,932,611,953,286,470,12,086,009014
122,5257,2435,2822,114,647,4351,795,446,1110,696,707,400,35,162,831,1334,911,914,502,446,12,086,009015
172,5717,2446,3271,134,814,4591,1508,572,1325,549,354,204,33,46,1685,1650,721,501,216,718,12,086,009017
234,4314,2343,1971,46,553,3647,1095,282,581,589,523,298,97,182,877,864,869,707,285,647,12,086,009019
28,2707,864,1843,0,456,2055,731,370,480,224,72,124,29,25,825,631,309,314,62,136,12,086,009020
150,4710,1972,2738,54,828,3487,967,708,955,384,268,94,24,87,1376,1168,627,428,154,340,12,086,009021
158,1891,914,977,6,361,1501,394,188,306,242,214,56,46,55,367,532,348,272,56,219,12,086,009022
165,6386,3143,3243,156,1414,4529,1087,788,1580,470,249,167,117,71,1503,1636,874,872,163,671,12,086,009023
380,3922,2054,1868,215,680,3338,508,440,655,540,436,421,88,250,514,761,973,856,280,432,12,086,009024
83,2014,880,1134,37,374,1523,435,179,596,170,79,58,0,6,303,516,430,271,41,288,12,086,009026
181,3417,1692,1725,163,480,2876,632,297,597,529,399,205,65,152,460,958,642,698,246,247,12,086,009027
376,4166,2287,1879,159,946,3279,457,431,600,545,526,347,179,194,587,941,1099,657,430,433,12,086,009028
180,3604,1791,1813,93,537,2918,428,328,714,535,249,418,188,58,303,804,734,1013,158,423,12,086,009029
205,4602,1780,2822,135,901,3712,738,457,928,770,401,247,83,88,562,1077,1228,814,223,381,12,086,009030
134,3227,1434,1793,90,485,2590,446,357,672,503,337,133,72,70,411,928,621,532,123,305,12,086,009031
669,6243,4633,1610,792,1466,5003,672,515,603,633,722,500,220,1138,379,803,1476,1796,990,738,12,086,009034
493,3677,2116,1561,613,795,3406,710,354,608,365,441,315,232,381,161,941,1160,783,599,379,12,086,009035
240,7028,4347,2681,722,2145,4491,657,278,523,563,798,315,274,1083,161,949,868,2420,962,317,12,086,009036
869,6670,4585,2085,549,1417,5301,735,352,851,667,632,1017,167,880,177,1025,1323,2349,744,638,12,086,009038
472,4074,2820,1254,404,829,3135,543,195,422,409,407,376,123,660,258,420,750,1249,626,343,12,086,009039
45,510,257,253,29,109,383,63,54,70,25,17,20,19,115,78,93,114,57,112,20,12,086,009040
393,3896,2858,1038,140,848,2540,324,101,296,444,456,259,129,531,104,331,472,1286,722,213,12,086,009043
102,1916,1095,821,46,630,980,178,156,156,96,82,96,7,209,54,274,260,453,221,118,12,086,009044
79,1019,381,638,88,280,693,114,99,157,87,103,52,22,59,48,175,164,273,79,106,12,086,009046
223,2624,1566,1058,187,569,1830,308,174,303,211,339,202,85,208,103,385,373,782,223,187,12,086,009047
1835,6557,2704,3853,153,2765,5339,1908,639,1385,570,380,271,64,122,1789,2246,1688,484,242,2093,12,086,009100
292,2933,1696,1237,20,528,2435,678,320,411,203,336,199,94,194,523,810,712,290,225,605,12,086,009200
753,3572,2460,1112,213,642,3358,562,360,459,271,566,288,238,614,235,794,1162,786,478,1111,12,086,009305
595,5505,2307,3198,23,961,4551,1143,657,1200,496,588,284,29,154,1347,1673,1264,288,127,863,12,086,009306
512,5649,2248,3401,0,1402,3985,1392,745,709,383,309,334,113,0,1428,1505,1048,424,109,927,12,086,009307
311,7171,1745,5426,199,1629,5024,1720,1115,1208,345,296,132,93,115,1956,1886,1398,430,172,484,12,086,009308
216,7001,3071,3930,2,1054,5525,1926,847,1061,736,668,162,29,96,1616,2052,1442,524,251,695,12,086,009309
1824,101,27,74,257,168,2014,437,254,502,411,137,148,20,105,104,855,620,340,200,92,12,099,005943
1819,92,18,74,268,117,2039,301,444,497,246,240,171,23,117,168,805,676,287,220,32,12,099,005944
4619,206,173,33,225,237,4640,559,617,959,467,757,368,86,827,114,969,1215,1319,1010,188,12,099,005945
6257,568,439,129,1252,981,5752,1056,341,631,773,804,822,353,972,410,1199,1495,1555,732,1659,12,099,005946
4500,42,42,0,93,128,4507,371,469,1031,524,582,437,336,757,75,1165,1296,1083,1016,16,12,099,005947
2941,131,120,11,131,192,2778,385,260,418,303,295,362,117,638,215,484,702,711,676,286,12,099,005949
3856,295,244,51,512,485,3447,417,309,393,442,563,432,156,735,229,557,915,1145,683,521,12,099,005950
3022,526,63,463,919,366,3535,444,375,599,685,756,353,171,152,202,898,1506,614,256,572,12,099,005951
1210,12,6,6,74,32,1264,168,148,341,213,118,84,49,143,46,326,412,315,189,4,12,099,005952
3832,646,386,260,446,311,4359,435,529,893,620,559,558,215,550,269,1097,1381,700,982,184,12,099,005953
3329,309,186,123,305,347,3502,309,623,528,602,591,348,120,381,218,922,1277,822,535,104,12,099,005954
3577,257,242,15,335,108,3964,466,393,548,477,491,542,227,820,50,772,1138,1203,868,44,12,099,005955
721,40,22,18,33,34,760,111,119,168,147,109,49,24,33,54,206,237,185,107,37,12,099,005956
3062,365,266,99,484,291,3260,585,268,586,548,538,280,122,333,327,1069,1173,493,196,491,12,099,006005
2099,99,42,57,181,84,2226,417,209,568,200,211,258,79,284,236,654,741,419,248,118,12,099,006006
2424,395,249,146,1110,481,2857,506,480,611,320,395,231,130,184,365,699,894,573,277,676,12,099,006007
2153,48,48,0,329,164,2152,240,94,409,188,260,202,134,625,88,473,448,803,428,242,12,099,006008
1671,81,32,49,119,64,1807,208,307,464,238,291,158,35,106,306,592,585,221,167,59,12,099,006009
2366,580,389,191,659,380,3053,607,296,716,454,552,237,30,161,300,676,1206,296,167,969,12,099,006010
1799,356,208,148,616,224,2365,251,251,486,444,284,302,100,247,208,712,711,467,189,296,12,099,006011
3001,466,230,236,772,451,3394,599,373,562,418,657,322,154,309,279,1043,1152,577,338,876,12,099,006012
3329,99,44,55,410,676,2646,709,435,558,187,294,203,94,166,676,746,703,388,211,1570,12,099,006100
2347,420,148,272,1256,696,2678,695,420,469,378,346,192,103,75,417,1045,750,239,118,917,12,099,006201
1816,284,132,152,169,232,1938,233,177,298,200,305,251,76,398,141,529,659,394,337,397,12,099,006202
1489,174,157,17,456,210,1755,225,469,411,232,181,98,16,123,243,751,490,211,128,152,12,099,006203
4072,761,321,440,932,778,4584,644,458,556,894,690,476,236,630,788,1042,1355,925,461,1109,12,099,006300
1590,68,62,6,73,112,1462,126,42,249,144,253,207,65,376,23,234,471,444,287,346,12,099,006401
3414,286,57,229,119,332,3277,385,517,523,272,338,299,104,839,229,505,868,1192,650,540,12,099,006402
1178,263,212,51,289,186,1399,236,220,238,243,151,146,22,143,277,362,370,247,134,474,12,099,006501
2158,138,112,26,1273,436,2832,489,318,469,378,238,287,128,525,439,602,739,759,365,435,12,099,006502
2795,156,104,52,134,149,2490,259,230,327,256,316,213,70,819,126,296,718,905,405,600,12,099,006602
3898,156,137,19,516,300,4005,548,354,773,414,412,501,207,796,104,627,1316,1462,745,182,12,099,006603
2884,192,139,53,2126,856,3734,762,365,770,588,481,276,119,373,478,1050,1156,628,313,946,12,099,006604
2868,380,285,95,1404,305,3971,473,533,997,513,390,464,146,455,445,888,1230,631,464,523,12,099,006605
1934,90,11,79,345,323,1833,504,232,349,218,239,107,60,124,433,555,395,171,126,1237,12,099,006700
3504,847,352,495,1487,871,4113,1327,492,1027,503,459,102,0,203,1410,1529,815,230,86,1930,12,099,006801
2131,257,171,86,1322,986,2253,597,344,618,282,185,137,22,68,922,833,627,109,32,1390,12,099,006802
3149,554,341,213,605,363,3698,592,354,445,512,630,679,81,405,533,695,1072,976,474,542,12,099,006906
2345,374,289,85,688,251,2918,495,359,613,266,485,190,104,406,286,622,685,717,512,436,12,099,006907
2981,445,180,265,1164,435,3839,684,418,958,398,586,379,121,295,603,972,959,711,550,372,12,099,006908
1806,248,203,45,351,353,1905,269,240,419,332,199,188,38,220,307,746,328,434,226,335,12,099,006909
1577,240,127,113,268,135,1823,282,303,284,276,326,240,40,72,212,441,657,305,221,155,12,099,006910
2084,399,337,62,309,180,2503,361,323,483,447,354,141,70,324,113,417,767,501,325,387,12,099,006911
2885,160,55,105,709,398,3079,385,247,306,419,383,369,159,811,75,528,863,897,633,479,12,099,006912
3048,328,309,19,420,342,3104,522,97,292,396,465,417,95,820,96,442,987,1050,570,557,12,099,007002
3247,241,168,73,197,252,3243,418,367,276,166,232,325,41,1418,149,374,655,1102,963,203,12,099,007005
1126,729,454,275,128,242,1620,387,257,316,276,211,86,33,54,376,537,599,170,47,145,12,105,015801
3578,1407,746,661,77,2884,1745,672,242,273,215,183,81,6,73,1335,1183,618,131,26,2480,12,105,015802
1609,529,413,116,7,335,1478,251,216,323,280,174,130,37,67,311,696,335,89,31,1039,12,105,015900
1637,169,118,51,5,173,1335,253,162,178,205,257,114,86,80,118,532,442,143,108,961,12,105,016001
1377,486,316,170,10,363,1157,290,85,287,122,175,112,23,63,237,548,289,126,7,1006,12,105,016002
1557,1036,573,463,20,368,1798,392,211,574,227,229,76,10,79,515,896,301,126,43,857,12,105,016003
804,62,45,17,21,194,600,160,44,169,105,51,49,11,11,215,318,86,59,18,594,12,105,016100
1884,179,120,59,24,592,1318,421,230,365,143,51,55,12,41,375,685,345,144,47,997,12,105,016400
20,12,12,0,0,7,12,12,0,0,0,0,0,0,0,0,12,0,0,0,7,12,105,980000
3898,34,19,15,26,414,3036,574,501,551,296,539,315,62,198,379,1150,876,412,137,2070,12,107,950100
5108,305,17,288,27,1311,3451,717,543,963,556,287,256,94,35,1003,1643,1058,164,76,2038,12,107,950201
2275,113,35,78,40,309,1711,445,217,273,315,229,129,39,64,524,696,356,141,66,1236,12,107,950202
5553,162,22,140,41,827,4406,935,663,1056,700,389,273,147,243,602,1559,1749,361,352,2742,12,107,950300
2999,22,22,0,0,361,2293,310,356,696,294,299,166,81,91,535,860,718,328,132,1155,12,107,950400
5293,756,365,391,17,823,4311,961,733,958,636,520,250,88,165,839,1959,1129,307,197,2237,12,107,950500
4865,117,85,32,92,581,3998,1021,629,956,327,298,287,173,307,745,1313,969,484,256,2732,12,107,950600
3935,191,103,88,78,1049,2285,633,546,492,272,178,84,3,77,877,1030,584,111,39,2338,12,107,950700
2768,136,79,57,18,311,2069,693,340,401,270,199,136,0,30,358,736,536,150,41,1661,12,107,950800
4763,77,64,13,32,727,3782,831,641,597,576,530,264,165,178,673,1365,1261,546,153,2846,12,107,950900
3722,270,68,202,84,850,2771,656,411,585,275,330,224,57,233,553,1243,826,297,255,1974,12,107,951000
4279,72,63,9,44,573,3467,912,439,687,526,461,223,86,133,742,1490,1115,220,54,1787,12,107,951100
4438,302,178,124,30,560,3585,769,627,704,459,522,310,86,108,805,1713,797,278,214,1468,12,107,951200
3179,670,444,226,7,650,2583,641,430,525,348,325,119,71,124,657,952,765,180,114,1419,12,107,951300
2373,775,614,161,84,501,2264,734,371,440,181,248,153,30,107,741,733,613,153,98,1254,12,107,951401
2248,1678,927,751,106,684,2613,538,614,684,407,154,89,16,111,965,1030,660,96,47,885,12,107,951402
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107,980000
2445,57,14,43,111,236,2312,350,344,516,299,296,167,52,288,91,570,708,569,260,620,12,109,020200
3109,417,44,373,39,429,2878,657,273,863,381,305,139,81,179,588,668,905,415,195,1228,12,109,020300
2832,132,85,47,68,974,1948,954,150,266,213,135,93,19,118,166,431,348,333,121,1153,12,109,020400
3510,133,127,6,96,250,3209,626,189,695,358,478,149,108,606,105,398,893,962,572,1296,12,109,020500
4631,63,35,28,160,354,4038,489,415,765,436,402,328,255,948,124,642,1316,1026,896,1276,12,109,020601
14712,249,206,43,507,1977,10409,1413,812,1208,1039,1487,1141,380,2929,305,1918,3116,3426,2176,2621,12,109,020602
2834,141,131,10,199,257,2525,444,214,223,205,251,232,68,888,10,283,441,963,667,273,12,109,020704
5356,256,178,78,180,847,4458,559,271,369,551,510,678,198,1322,93,676,1105,1811,1116,990,12,109,020705
2907,63,52,11,198,413,2117,405,157,179,193,202,128,33,820,36,170,477,789,475,476,12,109,020706
5037,136,106,30,300,685,4374,376,328,661,718,898,474,247,672,163,883,1735,1141,686,1060,12,109,020707
3075,143,136,7,189,512,2376,450,79,170,219,290,109,45,1014,23,249,540,1042,668,860,12,109,020708
2041,63,63,0,67,300,1589,295,53,178,125,93,118,65,662,11,133,300,742,419,624,12,109,020710
4479,170,141,29,123,566,3807,496,323,476,297,368,493,175,1179,48,297,1205,1340,1103,657,12,109,020711
6803,509,380,129,799,952,5380,1100,381,644,517,645,357,295,1441,185,987,1278,1796,1018,1364,12,109,020801
3564,177,167,10,162,545,2839,409,198,298,300,474,289,215,656,80,473,862,959,375,708,12,109,020802
4068,205,165,40,64,494,3319,525,228,571,476,453,248,167,651,184,627,1114,776,484,1401,12,109,020803
3424,114,90,24,68,633,2400,372,104,381,232,211,284,174,642,116,596,689,736,288,793,12,109,020804
11841,594,393,201,605,1625,8895,1603,630,850,673,921,988,446,2784,222,1231,2696,2968,1383,2981,12,109,020805
7205,407,368,39,678,1381,5090,954,228,364,388,607,593,329,1627,36,1005,1255,2031,978,1222,12,109,020806
1609,23,23,0,20,187,1199,163,82,134,64,145,150,93,368,22,204,364,444,191,444,12,109,020807
513,5695,2227,3468,0,1022,4678,1269,871,848,555,680,237,62,156,1200,1662,1140,662,332,1047,12,086,009311
871,3996,2709,1287,177,653,3879,618,248,503,660,809,537,145,359,130,860,1549,851,605,903,12,086,009312
1291,3681,2211,1470,93,780,3710,578,416,525,646,572,394,137,442,261,1094,1095,833,400,1432,12,086,009313
345,4315,1444,2871,25,934,3332,1330,420,724,325,407,60,0,66,960,1204,861,384,166,320,12,086,009314
352,2403,950,1453,37,231,2316,809,430,463,315,117,82,40,60,512,892,308,305,173,118,12,086,009315
3602,2106,1173,933,354,1158,4329,1196,593,736,930,335,208,179,152,949,1515,1209,416,154,2535,12,086,009400
3527,459,308,151,1363,1002,3447,868,473,737,525,384,265,64,131,552,1446,888,360,135,1832,12,086,009501
3442,510,331,179,312,902,2647,789,356,355,380,390,226,20,131,530,956,799,271,175,2155,12,086,009503
4036,553,218,335,385,668,3597,907,602,687,479,316,416,52,138,624,1297,1212,309,127,2086,12,086,009504
3485,1035,548,487,2717,1118,4723,1243,596,1193,967,340,228,30,126,1277,1432,1496,343,104,1947,12,086,009600
1379,1386,1241,145,384,658,1972,251,114,164,186,266,228,125,638,65,256,459,889,549,648,12,086,009703
2649,1595,1084,511,1161,861,3713,650,440,598,375,411,225,245,769,406,816,1062,900,629,1339,12,086,009704
1357,2179,889,1290,945,717,3402,903,465,934,392,423,189,49,47,479,819,1514,540,379,656,12,086,009705
1009,2266,1395,871,517,560,2529,398,312,557,192,419,273,102,276,325,555,698,836,292,371,12,086,009706
2195,1265,860,405,1263,859,3391,636,439,700,538,482,255,48,293,408,1025,1024,513,273,1661,12,086,009803
1257,932,565,367,1036,723,2065,345,224,391,317,309,218,64,197,295,639,627,426,315,778,12,086,009804
1347,710,371,339,623,573,1897,588,167,370,199,315,126,55,77,307,624,751,319,156,596,12,086,009806
4006,1070,612,458,2183,1712,4729,720,639,695,691,816,453,194,521,450,1345,2174,833,556,1654,12,086,009807
2234,1702,937,765,725,723,3556,579,411,808,499,632,361,160,106,680,1051,1248,441,443,891,12,086,009808
5755,1064,608,456,1885,1357,5707,1065,613,1144,800,795,681,212,397,1067,1300,2166,931,398,2662,12,086,009901
3860,350,176,174,375,767,3367,701,419,721,358,472,258,102,336,389,915,1295,407,430,2307,12,086,009903
1976,440,240,200,375,531,1811,438,225,356,317,318,83,25,49,324,569,597,172,10,1247,12,086,009904
4051,535,324,211,1306,1359,3705,824,373,821,419,567,391,137,173,749,1350,1134,344,347,2265,12,086,009905
3871,638,464,174,894,870,3931,1092,414,794,509,476,410,71,165,858,1286,1162,355,270,2207,12,086,009906
4577,1396,722,674,125,1116,4095,1250,501,1116,321,553,148,81,125,912,1739,1010,446,154,2961,12,086,010001
3109,3863,1921,1942,61,1003,5194,2105,472,996,680,517,253,35,136,1603,1808,1131,572,260,1519,12,086,010005
4492,3549,1730,1819,119,1507,5332,1451,905,999,728,753,240,43,213,1261,2352,1463,382,284,2628,12,086,010006
4801,2916,1313,1603,151,1303,5602,1596,1165,843,715,697,246,65,275,1378,2485,1187,263,275,2606,12,086,010009
2836,2005,982,1023,26,846,3260,741,443,706,649,508,152,8,53,723,1440,781,274,256,1547,12,086,010010
4571,1149,581,568,449,990,4029,1265,390,1448,318,410,80,63,55,802,1585,1470,209,35,2575,12,086,010011
4396,386,197,189,496,885,3642,811,350,746,710,348,406,53,218,637,1124,1038,646,151,2501,12,086,010012
1889,2305,1259,1046,267,779,3083,861,381,693,353,263,264,119,149,461,1064,951,552,151,889,12,086,010013
1205,2676,1488,1188,53,724,2634,986,436,540,342,247,48,0,35,811,1242,502,266,103,620,12,086,010015
1659,3320,1862,1458,15,803,3490,1130,417,542,507,496,174,82,142,622,1292,892,523,164,979,12,086,010016
412,2287,1688,599,295,554,2054,269,147,281,170,322,302,127,436,134,505,682,362,417,688,12,086,010193
915,2254,1408,846,342,769,2248,411,143,255,272,458,230,63,416,251,461,859,637,261,751,12,086,010198
1458,2939,1907,1032,28,879,3004,685,168,525,365,514,331,52,364,479,800,988,726,138,1461,12,086,010201
2183,4712,2585,2127,158,1305,4910,1055,546,1004,821,814,267,158,245,852,1911,1212,798,271,1864,12,086,010204
1396,3777,1742,2035,47,1179,3352,854,593,654,469,359,285,40,98,1049,1277,860,484,86,1104,12,086,010205
1465,1962,558,1404,110,574,2486,716,321,584,432,285,89,43,16,691,769,506,429,98,906,12,086,010207
1617,2961,1141,1820,85,596,3456,1030,649,804,515,295,101,24,38,1212,1338,627,246,51,1076,12,086,010208
1524,3619,1775,1844,85,937,3590,910,449,872,427,516,222,40,154,656,1445,809,395,172,1268,12,086,010209
2097,4100,1722,2378,159,1198,4157,1018,544,1090,658,368,274,113,92,1082,1689,1094,406,206,1395,12,086,010210
3687,5294,2820,2474,391,1804,6518,1758,875,1123,662,822,505,267,506,1383,1943,2058,1198,537,2605,12,086,010300
1516,2160,993,1167,96,932,2344,596,227,514,247,436,120,28,176,463,908,855,301,164,1127,12,086,010400
3132,510,352,158,513,383,3501,502,339,281,252,317,241,121,1448,98,297,781,1437,1069,124,12,099,007006
2909,470,437,33,423,726,2530,401,184,217,168,209,188,76,1087,167,263,342,1066,884,320,12,099,007007
3074,393,375,18,915,512,3252,746,272,294,176,236,318,140,1070,78,322,638,1105,930,677,12,099,007008
2346,478,424,54,467,313,2418,356,152,205,126,293,286,136,864,16,270,526,961,670,572,12,099,007009
1343,45,12,33,189,64,1446,210,75,240,121,157,76,43,524,35,108,379,466,486,27,12,099,007010
2427,117,111,6,168,291,2269,178,149,329,273,218,151,52,919,55,271,624,767,589,292,12,099,007011
1921,233,228,5,145,730,1569,1515,49,0,5,0,0,0,0,0,0,9,27,0,1458,12,099,007100
4508,740,519,221,1090,410,5283,654,376,905,574,747,514,230,1283,208,823,1688,1537,1053,652,12,099,007201
3005,391,301,90,753,560,3114,592,197,463,388,405,411,110,548,95,617,674,879,607,687,12,099,007202
3803,617,343,274,1374,597,4749,1155,627,959,500,512,357,85,554,567,859,1298,902,385,1012,12,099,007203
2941,351,249,102,646,387,3246,432,180,402,286,607,264,164,911,154,615,975,994,469,525,12,099,007301
3518,863,378,485,530,654,3811,908,512,630,409,511,244,123,474,319,898,1158,994,413,918,12,099,007302
1398,83,70,13,210,88,1514,159,97,127,144,152,258,48,529,68,255,351,550,316,81,12,099,007407
1342,87,29,58,101,160,1285,107,167,182,117,164,123,31,394,5,197,404,370,421,94,12,099,007410
1070,93,37,56,167,88,1184,151,78,187,83,140,112,40,393,21,177,279,478,274,85,12,099,007412
1691,97,76,21,193,184,1779,198,141,229,159,174,181,72,625,41,223,487,718,375,116,12,099,007414
2149,216,127,89,492,182,2614,252,160,354,292,305,225,185,841,55,457,629,792,764,181,12,099,007416
862,25,25,0,49,72,864,61,72,81,117,104,47,27,355,21,91,147,341,315,50,12,099,007418
2695,92,27,65,347,217,2799,302,360,321,280,410,189,115,822,46,580,735,682,837,307,12,099,007420
2275,356,216,140,619,336,2673,476,180,448,345,432,213,108,471,119,405,755,684,548,552,12,099,007501
2265,365,211,154,228,299,2416,333,280,282,290,376,171,84,600,159,401,766,579,491,513,12,099,007504
1856,177,145,32,313,198,2148,264,233,230,132,334,220,76,659,21,180,478,677,588,262,12,099,007505
2237,1354,610,744,986,443,3604,622,502,677,596,404,327,136,340,270,1099,909,826,302,563,12,099,007602
1893,169,137,32,212,313,1692,234,82,167,222,203,277,79,428,90,285,465,561,354,530,12,099,007603
6100,548,520,28,623,900,5186,587,407,606,680,624,634,298,1350,69,1170,1784,1614,827,1456,12,099,007604
3999,233,176,57,250,563,3071,468,222,351,241,313,325,109,1042,90,367,662,1271,709,799,12,099,007605
4259,642,375,267,707,572,4597,628,455,587,609,535,751,196,836,86,759,1310,1367,887,811,12,099,007607
3818,515,414,101,554,430,3866,558,390,382,537,329,410,151,1109,123,571,710,1342,923,841,12,099,007610
2842,1239,925,314,808,681,3685,382,434,381,762,412,425,126,763,90,722,1118,1199,662,485,12,099,007612
2397,832,468,364,211,358,2840,377,283,537,275,562,444,57,305,218,481,933,800,384,441,12,099,007613
3112,554,186,368,564,516,3301,388,189,568,317,593,373,191,682,10,698,1246,811,686,477,12,099,007614
3004,437,330,107,261,331,2909,326,425,483,534,356,173,146,466,151,455,705,758,390,514,12,099,007615
2561,303,183,120,193,224,2674,327,219,338,281,373,256,263,617,122,496,651,750,713,308,12,099,007616
1551,18,10,8,133,205,1430,135,120,169,136,178,207,82,403,30,298,537,449,233,235,12,099,007617
3405,163,125,38,825,574,3213,521,255,505,318,276,420,105,813,92,412,786,902,1023,342,12,099,007618
3660,874,566,308,130,547,3674,616,320,497,402,627,426,125,661,150,932,1226,838,333,1231,12,099,007705
3527,566,362,204,169,533,3221,406,307,425,309,591,310,214,659,153,751,922,927,348,987,12,099,007710
10867,1981,1504,477,1590,1678,10002,1185,548,823,799,1184,1008,329,4126,289,1591,2310,3649,2738,1962,12,099,007713
3154,758,596,162,995,740,3468,580,346,427,530,563,362,214,446,231,827,1082,976,412,1105,12,099,007716
3935,455,378,77,384,735,3326,635,181,319,250,468,296,146,1031,65,645,790,1126,774,666,12,099,007721
2259,264,229,35,101,348,1917,307,181,236,135,243,182,117,516,39,380,508,452,477,667,12,099,007723
4570,704,478,226,257,825,3787,623,250,651,453,515,478,112,705,160,963,1261,800,443,1238,12,099,007724
4378,792,598,194,495,767,4097,608,379,397,488,699,595,160,771,173,761,1617,1056,583,1255,12,099,007725
3880,874,692,182,1387,680,4605,760,335,582,433,482,572,218,1223,168,810,1188,1409,1008,577,12,099,007730
3292,608,454,154,833,646,3496,774,344,410,358,501,270,201,638,127,700,1045,838,511,587,12,099,007731
3297,1043,660,383,1129,805,3659,915,338,875,438,522,256,127,188,508,934,1350,458,222,834,12,099,007732
7515,401,333,68,256,688,6359,1516,850,1100,832,967,430,196,468,626,1553,2010,984,637,2428,12,109,020901
22869,1447,1197,250,1350,2761,17658,2184,1121,1253,2299,2307,2286,812,5396,557,3242,5969,6266,2479,4817,12,109,020902
3868,375,256,119,65,488,3250,652,544,482,679,495,220,70,108,444,1174,999,335,97,1826,12,109,021002
5220,54,35,19,177,770,4263,642,688,943,1015,587,152,34,202,438,1835,1262,432,58,2124,12,109,021003
2542,15,15,0,6,163,2192,290,271,508,184,289,362,80,208,225,634,456,546,202,907,12,109,021004
5220,255,223,32,9,884,3729,966,587,775,444,439,290,95,133,765,1462,1183,295,183,2415,12,109,021101
4427,213,109,104,30,340,3810,649,517,765,643,519,273,115,329,398,1268,1212,543,321,1528,12,109,021102
1699,40,40,0,51,232,1390,224,213,220,251,198,139,31,114,233,533,438,146,55,714,12,109,021103
6889,400,350,50,336,611,6603,1118,584,1331,965,738,663,349,855,348,1605,2705,986,490,1996,12,109,021203
875,75,51,24,33,84,827,154,66,155,104,106,63,27,152,71,232,330,104,122,239,12,109,021204
1132,10,10,0,64,100,1044,164,119,193,143,101,132,25,167,34,245,357,222,205,260,12,109,021205
5953,99,94,5,277,560,5179,1263,530,955,622,858,366,180,405,245,1538,1875,1115,456,1070,12,109,021206
6103,105,16,89,445,640,5412,1371,904,764,756,727,373,173,344,405,1228,1620,1040,450,2093,12,109,021301
4740,186,101,85,194,497,4218,623,212,858,875,729,427,185,309,355,969,1533,911,324,1335,12,109,021302
1753,38,21,17,72,200,1570,194,136,188,202,266,138,76,370,39,332,398,416,497,347,12,109,021403
3033,81,81,0,132,346,2766,494,206,745,323,374,239,51,334,189,668,909,497,505,730,12,109,021404
4751,249,196,53,386,282,4650,764,342,885,553,500,424,422,760,68,756,1400,1228,1188,1163,12,109,021405
