B06007_002E,B06007_003E,B06007_004E,B06007_005E,B06007_006E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06008_007E,state,county,tract
4041,151,118,33,131,372,3375,507,237,655,413,482,370,191,520,137,1003,1088,698,448,1790,12,001,002201
4922,91,13,78,276,455,4033,426,330,609,288,552,573,209,1046,324,755,1147,1137,671,2263,12,001,002202
8516,740,566,174,1194,1402,7123,798,337,761,765,1646,817,258,1741,259,916,1999,2309,2354,2281,12,001,002204
7949,578,531,47,1262,1122,7703,1381,526,795,499,948,1067,387,2100,252,971,1190,1873,2913,2884,12,001,002205
2614,296,231,65,524,452,2556,414,157,370,219,290,277,144,685,58,444,684,763,603,975,12,001,002207
2072,214,186,28,205,336,1833,275,75,111,219,235,165,85,668,77,210,422,462,680,678,12,001,002208
7034,191,166,25,402,801,5709,914,263,867,488,1041,665,293,1178,233,1036,1615,1640,1399,2134,12,001,002209
3755,210,131,79,116,406,2883,448,187,530,536,408,398,88,288,226,829,1067,510,215,1724,12,001,002210
4696,179,149,30,204,739,3595,777,384,946,617,401,200,90,180,171,872,1139,445,275,2143,12,001,002217
1717,163,113,50,54,263,1297,385,134,355,152,147,39,45,40,171,370,464,151,78,832,12,001,002218
4402,634,400,234,516,803,3824,945,368,592,580,577,252,133,377,447,715,1144,748,627,2014,12,001,002219
1682,105,89,16,60,202,1511,270,159,289,211,188,96,61,237,138,361,404,323,251,754,12,001,002220
1823,162,139,23,53,268,1626,414,98,216,137,228,213,81,239,90,218,333,429,528,552,12,001,110800
6138,110,106,4,263,786,4694,858,353,889,794,644,418,202,536,618,1568,1428,577,369,3390,12,003,040101
7010,116,57,59,24,1111,4877,1227,590,709,799,581,473,152,346,1108,1935,1602,365,122,3597,12,003,040102
6439,209,121,88,71,2067,3848,910,428,671,628,618,322,106,165,1117,2130,1031,281,88,4123,12,003,040201
606,1118,518,600,878,498,1641,766,353,239,132,84,23,4,40,1167,193,144,25,25,550,12,021,011205
1730,3765,1968,1797,714,1282,3728,1251,583,1096,474,182,32,48,62,1890,975,770,84,50,1516,12,021,011301
956,4239,2616,1623,936,1210,3504,1097,482,1039,489,240,56,49,52,1960,939,263,88,46,1264,12,021,011302
681,3868,1768,2100,260,885,3117,1057,663,580,359,285,123,5,45,1724,545,275,248,51,1052,12,021,011400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,021,990000
3527,226,149,77,103,380,2947,810,329,446,290,422,277,40,333,200,1089,902,479,235,1544,12,023,110201
4791,69,63,6,207,749,3610,1084,488,685,443,454,199,88,169,723,1260,1380,187,221,2525,12,023,110202
7704,643,485,158,375,3849,4178,1029,684,864,661,545,62,137,196,1725,2036,1752,254,104,4800,12,023,110300
2802,75,48,27,48,290,2259,821,295,511,137,164,106,70,155,232,1130,497,195,102,1630,12,023,110400
6224,326,216,110,198,777,5065,852,696,1025,848,484,341,277,542,482,1183,2005,695,523,2738,12,023,110500
7438,352,296,56,346,902,6312,1232,830,1065,949,1090,396,214,536,514,2278,2205,820,346,3485,12,023,110601
3813,198,127,71,148,627,2804,581,261,551,401,509,174,92,235,347,1129,935,268,142,1829,12,023,110602
4596,318,277,41,90,667,3652,507,460,768,389,523,550,103,352,319,1315,1444,561,258,1991,12,023,110700
5193,48,47,1,187,479,4075,857,435,862,669,537,336,160,219,391,1677,1306,311,288,2586,12,023,110800
4777,175,82,93,77,881,3375,673,322,715,420,652,267,120,206,671,1539,851,269,147,2246,12,023,110901
3627,218,188,30,7,469,2653,636,354,540,399,290,170,67,197,474,1049,840,199,222,1682,12,023,110903
5032,47,45,2,128,637,4039,785,597,560,725,555,332,82,403,377,1261,1940,288,351,2779,12,023,110904
3005,811,325,486,106,458,3087,592,460,932,478,317,215,33,60,761,1180,757,280,145,805,12,027,010101
3435,857,480,377,256,2548,1745,357,258,414,234,214,128,47,93,1257,1638,601,202,131,1926,12,027,010102
3786,1279,693,586,47,1005,3206,587,351,795,647,434,196,57,139,716,1737,589,173,114,2153,12,027,010200
2317,4558,1520,3038,18,1022,4678,1348,586,1315,729,369,242,10,79,2217,1479,643,131,72,1879,12,027,010301
1609,240,24,216,48,401,1194,251,213,319,177,164,30,30,10,341,604,188,79,33,1166,12,027,010302
2781,90,67,23,92,401,2407,491,213,658,309,367,210,64,95,288,968,798,412,65,622,12,027,010403
2411,693,205,488,75,475,2323,614,424,533,317,190,136,51,58,647,745,658,141,64,1044,12,027,010404
1293,2,2,0,32,216,1077,141,121,246,186,197,33,25,128,196,596,225,95,84,473,12,027,010405
2522,693,227,466,80,438,2476,433,305,867,339,306,57,28,141,785,1001,384,192,42,1209,12,027,010406
4653,216,141,75,62,1809,2580,632,460,401,390,345,209,25,118,948,1649,897,161,89,2942,12,029,970101
6412,76,44,32,96,664,5274,1486,877,1227,583,721,188,76,116,1150,2206,1600,283,54,3012,12,029,970102
3612,142,122,20,29,477,2772,565,514,419,404,352,102,171,245,575,1341,886,130,52,2051,12,029,970200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,029,990000
4161,240,160,80,178,360,3752,1113,519,744,703,462,137,12,62,557,1850,952,309,48,2116,12,031,000100
2390,37,0,37,25,549,1520,531,268,248,212,192,9,0,60,476,740,424,127,8,1606,12,031,000200
1987,23,23,0,16,400,1293,434,192,337,158,110,41,4,17,420,514,329,64,28,1101,12,031,000300
4437,295,118,177,591,600,3892,1051,442,776,552,456,353,28,234,658,1069,1274,679,246,2220,12,031,000600
3213,98,80,18,291,412,2635,312,222,332,281,343,203,151,791,90,431,594,1103,554,1322,12,031,000700
2190,97,88,9,134,129,2223,218,169,262,256,495,247,125,451,34,331,571,644,511,860,12,031,000800
4036,180,124,56,144,1477,2761,1455,406,433,205,147,39,14,62,1093,1217,926,137,96,2523,12,031,001000
1533,4,4,0,51,197,1208,283,117,269,159,128,77,47,128,144,348,360,176,162,613,12,031,001100
2068,22,0,22,75,476,1507,374,104,224,215,260,119,82,129,226,460,593,328,127,1109,12,031,001200
3287,32,32,0,97,460,2392,674,358,564,321,264,136,47,28,474,960,613,251,91,2068,12,031,001300
4550,0,0,0,89,683,3068,748,328,737,560,418,90,44,143,590,1134,801,404,177,2271,12,031,001400
3322,31,23,8,56,531,2208,625,309,500,354,321,66,0,33,420,956,633,151,56,2136,12,031,001500
1218,6,6,0,39,188,745,329,91,127,92,85,16,0,5,278,316,102,30,5,684,12,031,001600
2513,42,42,0,110,164,2323,265,337,216,389,354,268,155,339,88,389,784,599,397,988,12,031,002101
2653,51,22,29,62,186,2319,197,170,231,483,416,212,113,497,73,301,500,784,670,833,12,031,002102
3674,59,59,0,125,224,3313,403,254,390,250,674,480,155,707,110,396,959,978,766,1727,12,031,002200
1539,24,18,6,67,115,1345,154,39,237,271,166,137,74,267,18,237,475,422,213,683,12,031,002300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,057,980600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,057,980700
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,057,990000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,057,990100
4028,72,36,36,8,609,2872,718,363,467,392,546,137,86,163,567,1166,936,190,86,1536,12,059,960100
5108,30,25,5,5,821,3766,1087,437,596,518,535,288,147,158,918,1392,1098,430,113,2792,12,059,960200
2774,48,34,14,27,380,2192,550,368,458,271,234,187,55,69,526,934,512,169,125,1167,12,059,960300
6306,144,108,36,89,1888,3817,1057,579,645,600,453,233,106,144,1013,1744,1388,365,238,3022,12,059,960400
6221,709,293,416,205,835,5776,1706,539,1542,858,668,282,46,135,1023,2008,1669,596,447,2693,12,061,050100
3525,312,157,155,153,752,2944,652,390,671,393,342,155,110,231,552,1068,1039,312,192,1286,12,061,050200
2971,172,115,57,372,299,2942,385,360,482,433,309,273,50,650,202,806,772,641,618,673,12,061,050301
4550,649,451,198,59,840,3340,959,738,667,481,212,134,56,93,961,966,957,381,136,1825,12,061,050302
3019,156,136,20,57,280,2627,422,443,1043,422,117,66,9,105,483,952,764,281,133,538,12,061,050401
1707,81,33,48,70,135,1634,287,153,289,194,213,140,65,293,181,330,437,507,199,292,12,061,050402
4557,202,104,98,178,422,4394,503,241,463,286,450,381,173,1897,151,266,1035,1713,1563,333,12,061,050501
4219,83,31,52,159,425,3820,381,244,450,528,401,365,109,1342,53,397,987,1503,1044,690,12,061,050503
1461,44,43,1,47,152,1247,104,156,177,175,136,61,54,384,1,151,245,493,391,220,12,061,050504
3093,115,115,0,117,195,3022,409,299,455,227,232,288,174,938,111,574,681,970,830,206,12,061,050505
1796,134,85,49,169,139,1824,277,237,471,223,303,127,46,140,195,516,573,358,140,289,12,061,050601
4375,493,263,230,309,634,3825,738,532,890,533,617,234,56,225,568,1246,1464,369,169,1141,12,061,050602
3711,909,599,310,218,378,3864,633,624,979,530,423,302,101,272,539,1016,1198,580,257,910,12,061,050603
1458,55,36,19,70,121,1462,158,168,398,236,180,120,121,81,138,554,492,252,121,108,12,061,050604
1518,77,34,43,117,79,1595,251,80,455,218,294,130,28,139,76,418,646,381,144,136,12,061,050605
9626,1338,822,516,591,1659,8210,1460,809,1947,1478,1070,665,224,557,922,2860,2877,809,384,4120,12,061,050606
4938,266,180,86,249,459,4266,629,553,650,598,678,430,176,552,241,1274,1153,800,612,1716,12,061,050702
8070,549,287,262,503,1174,6860,1054,548,1304,669,1126,797,428,934,535,1536,2319,1688,815,2202,12,061,050703
2548,83,68,15,55,283,2146,398,331,635,181,290,162,39,110,135,976,642,309,95,483,12,061,050704
4401,347,291,56,177,253,4455,924,418,696,603,777,426,140,471,252,1449,1392,907,514,608,12,061,050705
7884,356,277,79,285,732,6703,1281,790,1049,736,1066,761,314,706,640,2294,2182,907,712,1153,12,061,050802
5055,264,187,77,287,558,4392,1013,386,685,766,418,324,154,646,502,1140,1422,603,673,1489,12,061,050804
3545,204,173,31,163,552,2869,530,379,726,390,331,280,88,145,489,1115,895,398,249,862,12,061,050805
4426,46,46,0,170,546,3777,787,522,940,441,405,381,99,202,567,1155,1661,458,237,766,12,061,050806
4164,196,143,53,199,729,3399,559,463,868,507,478,236,32,256,514,1430,1169,415,170,1037,12,061,050807
3854,269,165,104,116,482,3591,753,439,812,595,462,223,61,246,452,1636,914,468,281,568,12,061,050808
4775,164,103,61,177,511,4236,771,537,1220,517,505,349,49,288,522,1521,1325,414,466,796,12,061,050902
5707,481,228,253,291,692,5177,1251,816,1105,728,479,450,180,168,942,2283,1294,259,48,2081,12,061,050903
2924,4475,2590,1885,0,1229,4744,1460,889,867,671,413,182,84,178,1730,1233,1078,423,54,2052,12,061,050904
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,061,980000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,061,990000
3496,177,133,44,98,1591,1925,358,275,389,421,189,111,78,104,759,1126,748,263,99,1816,12,063,210100
1180,0,0,0,0,146,938,285,100,244,80,144,13,38,34,236,307,225,66,91,706,12,063,210200
5475,339,204,135,57,2330,2977,803,438,693,420,335,130,65,93,1286,1539,1134,269,224,2541,12,063,210300
2985,39,23,16,9,290,2247,497,230,579,357,309,106,47,122,396,1025,644,141,88,1766,12,063,210400
4286,325,237,88,147,666,3508,809,609,706,267,682,115,101,219,471,1073,835,549,397,2380,12,063,210500
5447,24,24,0,68,908,3846,972,648,988,519,311,227,111,70,977,1436,1233,159,262,3047,12,063,210600
5146,22,22,0,67,748,3689,833,368,590,453,646,271,217,311,352,1791,916,393,87,3217,12,003,040202
4870,9,9,0,7,470,3669,1012,314,608,535,394,366,209,231,789,1205,1077,281,121,1880,12,005,000201
5275,106,83,23,366,617,4259,913,446,735,586,571,285,235,488,510,1335,1541,602,204,2106,12,005,000202
7102,84,32,52,87,1456,4974,1230,660,1110,656,615,354,111,238,1133,2360,1846,297,57,2773,12,005,000300
7650,39,16,23,169,693,6020,1467,619,1128,704,950,553,205,394,769,2228,1854,411,340,2798,12,005,000400
5502,91,88,3,70,613,4228,768,598,747,490,608,392,215,410,587,1019,1591,549,210,1583,12,005,000500
1241,6,6,0,52,88,1160,198,105,155,196,183,115,33,175,93,252,384,203,230,210,12,005,000600
2615,87,80,7,156,518,1699,316,73,371,250,304,146,46,193,29,171,513,405,229,271,12,005,000700
4213,237,127,110,265,423,3515,675,630,474,723,644,182,75,112,434,1282,1331,195,198,1646,12,005,000803
1861,64,64,0,31,154,1566,314,177,204,234,218,174,63,182,66,463,707,198,86,484,12,005,000804
4105,154,117,37,82,262,3564,663,353,697,794,549,271,76,161,262,1114,1381,280,137,1360,12,005,000805
3449,54,44,10,188,478,2780,717,261,495,300,326,208,123,350,276,829,1017,206,232,1034,12,005,000806
3980,95,71,24,231,253,3662,918,492,689,329,489,310,204,231,486,960,1212,423,174,1194,12,005,000900
2102,79,45,34,23,485,1448,410,179,360,214,118,75,40,52,421,680,357,86,22,978,12,005,001000
3651,275,161,114,224,514,3063,811,554,460,558,284,187,48,161,765,931,897,195,53,1416,12,005,001100
2981,216,138,78,34,545,2344,441,383,537,522,188,93,64,116,402,1035,650,125,147,1585,12,005,001200
4872,158,139,19,50,482,3779,694,324,680,477,603,389,252,360,321,792,1351,701,356,1925,12,005,001301
5948,224,98,126,250,810,4737,891,667,1195,720,546,407,30,281,594,1398,1767,679,151,2386,12,005,001302
7063,122,122,0,102,682,5556,1221,440,782,560,684,632,308,929,266,1195,1849,1245,901,2312,12,005,001402
1838,40,40,0,77,96,1523,361,182,247,198,232,146,62,95,168,293,632,172,84,620,12,005,001403
6270,88,88,0,198,719,5233,778,504,905,704,893,415,340,694,332,1543,1809,937,749,2023,12,005,001404
5073,190,130,60,174,538,4147,812,437,351,806,556,447,166,572,261,830,1358,838,503,1665,12,005,001501
5120,149,68,81,318,647,4334,818,284,974,430,652,509,251,416,152,1310,1629,832,318,1804,12,005,001502
3548,82,45,37,17,518,2584,705,485,509,596,209,52,6,22,517,1114,865,105,65,1861,12,005,001600
2604,57,1,56,235,348,2210,501,409,545,185,326,166,61,17,643,1050,450,97,69,1464,12,005,001700
1373,37,37,0,61,191,1064,362,154,241,145,91,42,0,29,258,460,292,90,30,509,12,005,001800
4012,83,60,23,271,323,3522,698,295,496,444,519,375,187,508,147,616,1070,1051,554,1223,12,005,001900
1525,17,17,0,37,77,1399,338,251,326,220,126,83,11,44,195,357,573,201,28,439,12,005,002000
3229,574,79,495,65,363,2977,777,343,687,522,317,79,126,126,268,832,1160,380,113,1286,12,005,002200
3512,23,7,16,112,286,2876,556,344,669,557,351,133,67,199,369,927,995,271,188,1052,12,005,002300
3294,530,429,101,337,344,3069,692,550,760,467,262,123,31,184,375,1212,951,354,113,1096,12,005,002400
2973,111,91,20,80,462,2307,304,314,263,361,268,231,81,485,187,549,934,401,375,949,12,005,002500
2148,136,91,45,100,276,1899,330,160,373,315,230,178,38,275,94,466,625,269,208,550,12,005,002601
2418,146,92,54,112,201,1981,322,189,363,152,507,305,12,131,117,787,596,308,161,492,12,005,002603
6913,137,137,0,303,513,6017,1143,841,1521,465,686,456,110,795,260,1268,2112,894,443,2039,12,005,002604
931,37,37,0,39,89,861,171,65,140,143,143,55,9,135,66,215,330,134,101,169,12,005,002605
1331,40,12,28,54,84,1300,231,82,300,199,190,119,46,133,47,308,447,335,91,254,12,005,002606
893,14,14,0,21,50,831,105,80,178,150,104,115,29,70,96,218,313,156,55,93,12,005,002607
2602,0,0,0,24,249,2051,368,85,211,398,158,176,116,539,88,307,563,658,378,372,12,005,002608
3749,234,58,176,94,236,3506,471,325,798,475,666,265,105,401,338,1075,1115,793,273,352,12,005,002701
2471,29,22,7,104,174,2159,277,245,354,471,350,158,36,268,287,684,711,394,216,235,12,005,002702
2853,290,66,224,118,274,2627,437,218,464,526,404,165,78,335,195,571,850,521,197,589,12,005,002703
4867,218,101,117,588,444,4776,860,346,1071,729,715,426,49,580,299,1325,1895,783,255,693,12,005,002704
1741,108,95,13,44,206,1585,283,201,244,217,240,149,83,168,91,392,557,324,180,261,12,005,002705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,005,990000
4923,93,72,21,35,542,3852,1039,587,684,377,560,329,178,98,844,1298,1259,326,139,2964,12,007,000100
7615,291,186,105,92,2443,4863,842,867,657,830,695,433,80,459,1805,2262,1555,488,157,4411,12,007,000200
7181,58,44,14,150,1004,5275,537,678,966,773,936,760,134,491,822,1647,2089,631,276,3612,12,007,000300
4887,95,84,11,20,1727,2716,697,308,497,512,351,188,80,83,1030,1534,961,179,88,2900,12,007,000400
1702,55,55,0,7,195,1294,113,71,181,183,149,190,31,376,74,124,428,419,310,760,12,031,002400
3160,300,233,67,158,680,2547,610,405,544,424,306,150,55,53,593,848,925,216,90,1678,12,031,002501
3222,93,91,2,127,417,2594,382,238,444,391,670,186,58,225,301,692,1052,444,227,1530,12,031,002502
2932,10,10,0,37,663,1768,718,338,361,155,126,41,0,29,823,774,396,80,21,1572,12,031,002600
3384,44,36,8,7,547,2115,650,180,457,414,244,119,9,42,218,893,722,173,14,1855,12,031,002701
3124,248,76,172,7,675,2132,530,402,513,265,187,141,61,33,374,1034,743,100,9,1808,12,031,002702
4093,22,22,0,8,448,3005,826,469,927,386,180,80,0,137,502,1479,655,156,77,2346,12,031,002801
3803,17,16,1,23,721,2667,1003,468,484,273,295,60,11,73,728,1306,620,108,6,2529,12,031,002802
3091,81,81,0,17,687,2068,717,361,377,263,185,67,11,87,586,1057,544,174,51,2016,12,031,002901
2998,0,0,0,10,609,1971,569,281,448,344,213,77,0,39,467,837,448,165,41,2095,12,031,002902
5125,389,170,219,225,621,4578,824,408,697,652,775,486,216,520,353,1603,1465,619,313,2277,12,031,010101
8573,291,291,0,440,1424,6536,1318,395,940,497,1222,645,573,946,781,1514,2456,1199,542,3898,12,031,010102
5124,289,98,191,190,621,4288,725,444,496,481,900,299,107,836,347,1350,1197,783,329,2358,12,031,010103
8401,527,245,282,396,1427,6267,1058,399,1110,708,1185,795,436,576,669,2246,2521,892,214,3158,12,031,010201
3091,111,52,59,29,408,2269,312,214,427,290,532,206,49,239,199,958,724,255,111,1454,12,031,010202
4167,41,30,11,29,765,3004,513,295,465,454,564,340,105,268,572,1169,765,492,93,1891,12,031,010301
6093,112,61,51,359,1003,4777,1051,676,753,699,826,344,166,262,698,1309,1662,607,263,3384,12,031,010303
6613,91,69,22,351,956,5025,1133,461,890,696,741,429,243,432,488,1200,1725,910,492,3736,12,031,010304
2805,89,74,15,26,598,1973,465,317,294,287,299,153,37,121,259,737,760,112,88,1557,12,031,010401
3671,315,124,191,13,535,2639,708,390,365,416,389,220,32,119,413,919,855,186,82,1826,12,031,010402
13834,778,569,209,241,2356,10063,1994,1171,1768,1424,1869,1080,305,452,1300,2763,4227,1311,378,7863,12,031,010500
5328,150,113,37,99,705,4132,977,468,437,718,565,296,164,507,736,1441,1401,355,120,2869,12,031,010600
5053,67,29,38,191,552,3851,1199,396,919,608,505,161,20,43,860,1190,1046,402,218,2997,12,031,010700
4880,4,0,4,7,524,3589,817,583,923,620,313,200,41,92,707,1213,1138,248,149,3175,12,031,010800
3406,0,0,0,37,604,2533,509,376,336,354,479,300,70,109,310,978,809,289,163,2225,12,031,010900
3750,54,19,35,0,389,2752,827,282,654,390,262,162,31,144,726,974,704,217,82,2092,12,031,011000
2833,34,0,34,14,678,1752,309,368,247,351,115,234,58,70,234,699,708,92,184,1696,12,031,011100
2379,0,0,0,15,248,1995,555,153,250,395,378,173,28,63,273,572,652,440,86,1784,12,031,011200
2823,0,0,0,21,457,1924,650,246,394,108,263,207,13,43,441,709,605,201,28,1983,12,031,011300
2069,0,0,0,3,328,1527,419,214,379,189,160,114,30,22,296,654,394,153,90,1512,12,031,011400
4068,67,50,17,4,590,2918,977,615,511,322,321,76,15,81,726,1355,601,109,77,2589,12,031,011500
3385,36,36,0,29,522,2263,639,336,585,364,200,53,35,51,424,952,738,188,86,2070,12,031,011600
2532,148,103,45,68,392,1848,439,263,385,157,294,128,18,164,439,671,610,158,32,1428,12,031,011700
2913,57,19,38,8,658,2068,872,169,497,200,101,104,30,95,611,875,535,84,6,1843,12,031,011800
6959,167,100,67,103,963,5110,1070,377,867,725,985,590,173,323,562,2170,1381,602,175,3236,12,031,011901
9000,789,342,447,926,1381,7420,1462,894,1252,1020,1109,595,384,704,1123,2623,2238,1033,470,4007,12,031,011902
4334,80,68,12,459,619,3717,695,220,725,375,634,390,178,500,422,1529,1170,438,76,2153,12,031,011903
4291,304,224,80,133,523,3446,590,344,612,711,493,357,90,249,326,1300,1608,91,58,2258,12,031,012000
1343,143,122,21,49,324,1013,247,85,230,235,96,67,3,50,337,323,242,126,18,692,12,031,012100
6005,365,319,46,471,1219,4180,1239,660,891,427,477,260,130,96,1048,1646,1228,254,52,3180,12,031,012200
3028,201,138,63,212,426,2740,673,442,557,418,331,167,63,89,275,857,1091,302,134,1329,12,031,012300
2895,130,87,43,14,214,2422,291,380,615,294,433,254,17,138,356,846,687,305,122,1243,12,031,012400
3476,194,82,112,293,657,2706,605,240,686,361,467,219,5,123,559,1106,877,228,77,1751,12,031,012500
2294,241,163,78,184,240,2066,559,270,369,260,327,174,57,50,267,500,973,150,61,843,12,031,012601
5124,82,70,12,95,700,3601,652,653,666,632,488,224,134,152,465,1655,1128,361,126,2299,12,031,012602
4608,303,266,37,189,584,3589,858,334,580,580,614,300,100,223,799,1018,1342,450,78,1944,12,031,012702
4492,345,228,117,534,811,3681,826,371,530,848,561,272,128,145,557,1359,1287,358,113,2211,12,031,012703
3343,151,38,113,120,309,2832,600,296,622,335,435,239,39,266,282,752,906,436,254,1752,12,063,210700
4573,322,165,157,110,919,3520,1025,386,754,605,467,127,46,110,586,1417,1421,248,383,2004,12,063,210800
5382,370,266,104,169,2555,2896,609,391,495,524,459,235,86,97,1294,1807,1178,280,104,3662,12,063,210900
4043,93,70,23,131,408,3370,638,516,865,534,406,183,43,185,712,1225,1200,146,90,2191,12,063,211000
3304,44,17,27,30,467,2554,624,406,442,443,316,163,41,119,662,869,830,194,109,1694,12,063,211100
5412,480,344,136,166,2575,3067,817,271,655,486,300,182,149,207,1384,1976,1028,341,213,3323,12,065,250101
3440,70,46,24,78,268,2709,502,368,326,437,402,375,155,144,325,743,903,493,312,1443,12,065,250102
3670,85,79,6,37,417,3061,484,402,436,413,648,352,100,226,468,802,1115,397,297,2163,12,065,250200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,065,990000
2486,326,195,131,64,1512,1057,359,89,176,98,146,76,16,97,764,744,486,87,63,1456,12,067,960100
4550,841,370,471,52,986,3744,831,565,680,618,647,173,82,148,780,1541,972,372,311,2859,12,067,960200
3295,224,182,42,27,482,2724,598,510,689,354,360,48,88,77,796,1008,757,165,19,972,12,069,030102
1573,14,14,0,26,163,1346,354,173,225,151,200,136,50,57,113,533,433,144,121,385,12,069,030104
7674,450,186,264,481,1296,6292,1069,970,1053,764,1404,302,184,546,1093,2271,2221,480,416,2821,12,069,030105
1188,168,81,87,4,113,1083,184,224,297,165,90,75,0,48,205,422,412,74,7,431,12,069,030106
5330,251,185,66,43,807,4272,899,855,1073,568,523,150,64,140,768,1574,1387,201,163,1998,12,069,030107
3570,180,116,64,120,533,2847,574,384,517,241,416,297,138,280,352,1046,915,433,185,1174,12,069,030108
7419,626,481,145,314,943,6655,1454,551,1062,682,995,733,166,1012,458,1800,1834,1378,1070,2073,12,069,030203
3203,765,371,394,77,691,2842,547,396,662,410,485,105,100,137,510,1059,904,373,169,1166,12,069,030204
3393,564,346,218,94,990,2554,502,483,754,341,251,83,37,103,693,1243,521,191,76,1756,12,069,030206
3972,474,346,128,92,427,3617,676,355,525,533,602,392,172,362,559,1286,1162,596,261,973,12,069,030207
3340,417,361,56,407,515,3079,429,339,736,517,367,368,71,252,253,1190,965,414,186,1313,12,069,030208
2530,115,62,53,30,343,2112,446,579,494,113,266,98,90,26,221,1016,577,295,39,857,12,069,030209
3394,107,83,24,51,274,3039,600,365,614,442,469,200,71,278,235,1082,913,542,274,721,12,069,030302
2587,17,17,0,15,269,2224,346,386,540,325,400,74,15,138,288,941,709,230,118,677,12,069,030305
3814,74,54,20,32,401,3327,504,510,599,555,456,349,120,234,195,1451,1560,158,226,770,12,069,030306
4144,69,10,59,20,347,3434,663,521,852,555,414,200,96,133,438,1328,1356,342,42,903,12,069,030307
3337,171,155,16,31,344,2972,528,312,805,417,562,147,40,161,270,1264,986,348,173,749,12,069,030308
4551,43,32,11,166,453,3536,761,507,830,536,407,227,70,198,545,1512,1009,245,222,1710,12,069,030405
3459,98,62,36,78,281,3094,567,324,807,347,424,248,77,300,350,1179,1011,342,192,1071,12,069,030406
2997,176,77,99,71,401,2364,463,360,550,392,365,121,23,90,231,1056,605,156,173,705,12,069,030407
3510,118,77,41,194,232,3406,495,458,737,478,461,271,199,307,187,968,1150,826,454,253,12,069,030408
4420,43,35,8,141,194,4410,641,609,1135,682,795,305,58,185,439,1760,1555,438,324,116,12,069,030409
2989,17,17,0,23,258,2413,346,94,540,354,369,222,182,306,92,732,863,428,285,592,12,069,030410
4840,734,518,216,41,548,4222,635,430,1156,779,479,355,75,313,688,1746,1180,441,215,977,12,069,030411
5335,418,300,118,42,871,3933,943,546,1065,598,415,187,71,108,798,1729,1166,292,108,1168,12,069,030502
1080,199,65,134,17,204,874,226,152,202,138,95,29,19,13,185,307,232,44,29,544,12,069,030503
5959,492,467,25,46,481,5267,1229,585,1254,778,720,336,38,327,757,2127,1510,411,245,1886,12,069,030504
3542,136,91,45,55,327,3035,585,420,702,454,382,201,25,266,492,1107,836,551,182,961,12,069,030601
1759,226,178,48,9,351,1458,414,272,261,164,96,151,9,91,426,571,384,129,14,877,12,069,030602
2037,36,31,5,4,112,1729,309,240,337,268,205,129,82,159,76,511,629,228,208,478,12,069,030701
3610,174,108,66,276,402,2980,566,260,730,481,262,278,129,274,174,1236,950,399,178,1167,12,069,030702
4136,162,127,35,37,451,3587,771,689,737,592,457,175,21,145,504,1497,1173,369,155,954,12,069,030803
1152,51,30,21,30,113,1032,246,114,206,173,180,71,21,21,102,410,270,196,48,342,12,069,030804
2720,159,102,57,81,405,2165,422,260,533,364,300,105,96,85,165,987,571,257,160,846,12,069,030805
3081,148,115,33,28,174,2845,438,291,852,422,348,181,143,170,311,1065,906,319,182,535,12,069,030806
2968,417,244,173,163,325,2874,426,470,655,371,336,311,78,227,301,912,1096,370,246,896,12,069,030807
3294,51,21,30,134,571,2587,464,322,567,313,306,261,106,248,349,1046,843,280,188,1262,12,009,060101
2909,6,6,0,119,294,2356,471,253,547,368,275,161,42,239,317,767,792,364,124,1003,12,009,060102
5215,227,168,59,144,825,4164,705,539,497,468,590,561,206,598,168,1042,1697,914,418,1874,12,009,060200
4993,146,101,45,66,642,3758,850,407,705,684,492,335,99,186,345,1542,1425,358,182,1486,12,009,060300
3717,312,280,32,275,748,3091,603,391,774,494,389,156,122,162,354,1135,1414,405,139,1358,12,009,060400
4330,52,52,0,58,575,3471,450,821,574,589,528,202,113,194,256,1153,1651,330,261,1198,12,009,060500
4727,200,188,12,93,692,3984,840,497,879,653,426,224,129,336,368,1230,1415,710,179,1737,12,009,060600
2103,46,23,23,3,251,1511,338,330,548,186,76,23,10,0,448,461,435,96,9,1003,12,009,060700
3622,90,8,82,396,559,3154,334,408,512,515,420,254,326,385,163,918,1235,687,268,1018,12,009,061001
